repo,api_type,response_time_ms,response_size_bytes,num_requests,rate_limit_before,rate_limit_after,rate_limit_consumed,rate_limit_cost,rate_limit_reset_at,status,error_message
ohmyzsh/ohmyzsh,GraphQL,1727.7102999942144,26550,1,4984,4983.0,1.0,1.0,2025-12-02T02:17:18Z,success,
microsoft/vscode,GraphQL,2323.091199999908,26813,1,4983,4982.0,1.0,1.0,2025-12-02T02:17:18Z,success,
ant-design/ant-design,GraphQL,2000.5566999971052,25894,1,4982,4981.0,1.0,1.0,2025-12-02T02:17:18Z,success,
jackfrued/Python-100-Days,REST,8491.29900000844,1324999,16,4620,4605.0,15.0,,1764640407,success,
Hack-with-Github/Awesome-Hacking,GraphQL,1281.1886999988928,14782,1,4981,4980.0,1.0,1.0,2025-12-02T02:17:18Z,success,
Genymobile/scrcpy,REST,8489.895400016394,1408799,16,4605,4590.0,15.0,,1764640407,success,
awesome-selfhosted/awesome-selfhosted,GraphQL,1058.4334999948624,9760,1,4980,4979.0,1.0,1.0,2025-12-02T02:17:18Z,success,
kamranahmedse/developer-roadmap,GraphQL,2872.6568999991287,25090,1,4979,4978.0,1.0,1.0,2025-12-02T02:17:18Z,success,
521xueweihan/HelloGitHub,REST,3600.240699997812,674682,7,4590,4584.0,6.0,,1764640407,success,
jwasham/coding-interview-university,REST,7595.711100009794,802912,16,4584,4569.0,15.0,,1764640407,success,
f/awesome-chatgpt-prompts,REST,9109.095699997852,1515824,16,4569,4554.0,15.0,,1764640407,success,
CyC2018/CS-Notes,GraphQL,1576.6872999956831,21515,1,4978,4977.0,1.0,1.0,2025-12-02T02:17:18Z,success,
Significant-Gravitas/AutoGPT,GraphQL,2068.999499999336,26988,1,4977,4976.0,1.0,1.0,2025-12-02T02:17:18Z,success,
microsoft/vscode,REST,9906.459900004847,1919969,16,4554,4539.0,15.0,,1764640407,success,
donnemartin/system-design-primer,REST,9535.644899988256,1541621,16,4539,4524.0,15.0,,1764640407,success,
f/awesome-chatgpt-prompts,GraphQL,1444.704500005173,12556,1,4976,4975.0,1.0,1.0,2025-12-02T02:17:18Z,success,
GrowingGit/GitHub-Chinese-Top-Charts,GraphQL,975.3385000003618,22167,1,4975,4974.0,1.0,1.0,2025-12-02T02:17:18Z,success,
microsoft/TypeScript,GraphQL,1827.5177999967127,28645,1,4974,4973.0,1.0,1.0,2025-12-02T02:17:18Z,success,
justjavac/free-programming-books-zh_CN,GraphQL,1494.397000002209,11735,1,4973,4972.0,1.0,1.0,2025-12-02T02:17:18Z,success,
n8n-io/n8n,GraphQL,4880.08070000069,28327,1,4972,4971.0,1.0,1.0,2025-12-02T02:17:18Z,success,
trimstray/the-book-of-secret-knowledge,GraphQL,1220.4029999993509,14351,1,4971,4970.0,1.0,1.0,2025-12-02T02:17:18Z,success,
facebook/react-native,GraphQL,1851.755999996385,29690,1,4970,4969.0,1.0,1.0,2025-12-02T02:17:18Z,success,
godotengine/godot,REST,9308.567499989294,1737597,16,4524,4509.0,15.0,,1764640407,success,
twbs/bootstrap,REST,8895.336600020528,1730191,16,4509,4494.0,15.0,,1764640407,success,
ant-design/ant-design,REST,10309.600699998555,1904963,16,4494,4479.0,15.0,,1764640407,success,
public-apis/public-apis,GraphQL,1355.864399993152,15400,1,4969,4968.0,1.0,1.0,2025-12-02T02:17:18Z,success,
microsoft/PowerToys,REST,9721.690099977423,2010177,16,4479,4464.0,15.0,,1764640407,success,
ollama/ollama,GraphQL,2008.1589999972493,25076,1,4968,4967.0,1.0,1.0,2025-12-02T02:17:18Z,success,
sindresorhus/awesome,REST,9026.249099995766,1585639,16,4464,4449.0,15.0,,1764640407,success,
github/gitignore,GraphQL,2088.6477999956696,11666,1,4967,4966.0,1.0,1.0,2025-12-02T02:17:18Z,success,
shadcn-ui/ui,REST,8526.707799974247,1491371,16,4449,4434.0,15.0,,1764640407,success,
labuladong/fucking-algorithm,GraphQL,889.3698000028962,10032,1,4966,4965.0,1.0,1.0,2025-12-02T02:17:18Z,success,
521xueweihan/HelloGitHub,GraphQL,1022.744200003217,23224,1,4965,4964.0,1.0,1.0,2025-12-02T02:17:18Z,success,
DigitalPlatDev/FreeDomain,GraphQL,947.3331999979564,10874,1,4964,4963.0,1.0,1.0,2025-12-02T02:17:18Z,success,
freeCodeCamp/freeCodeCamp,GraphQL,2745.0777999983984,27950,1,4963,4962.0,1.0,1.0,2025-12-02T02:17:18Z,success,
rustdesk/rustdesk,REST,8400.03880000586,1016281,16,4434,4419.0,15.0,,1764640407,success,
mrdoob/three.js,GraphQL,1530.7927999965614,24993,1,4962,4961.0,1.0,1.0,2025-12-02T02:17:18Z,success,
shadcn-ui/ui,GraphQL,1779.6292999992147,24799,1,4961,4960.0,1.0,1.0,2025-12-02T02:17:18Z,success,
sindresorhus/awesome,GraphQL,1673.8640000039595,15383,1,4960,4959.0,1.0,1.0,2025-12-02T02:17:18Z,success,
langflow-ai/langflow,GraphQL,1326.6083000053186,25849,1,4959,4958.0,1.0,1.0,2025-12-02T02:17:18Z,success,
golang/go,REST,8318.076099996688,1503966,16,4419,4404.0,15.0,,1764640407,success,
jackfrued/Python-100-Days,GraphQL,1529.013400002441,20867,1,4958,4957.0,1.0,1.0,2025-12-02T02:17:18Z,success,
nodejs/node,REST,9359.704099988448,1703565,16,4404,4389.0,15.0,,1764640407,success,
ripienaar/free-for-dev,REST,5048.0810000008205,403764,11,4389,4379.0,10.0,,1764640407,success,
microsoft/terminal,REST,9150.235900000553,1608166,16,4379,4364.0,15.0,,1764640407,success,
Hack-with-Github/Awesome-Hacking,REST,8859.32899999898,585470,16,4364,4349.0,15.0,,1764640407,success,
DigitalPlatDev/FreeDomain,REST,5817.327699995076,359129,13,4349,4337.0,12.0,,1764640407,success,
axios/axios,GraphQL,1515.306100001908,25112,1,4957,4956.0,1.0,1.0,2025-12-02T02:17:18Z,success,
electron/electron,REST,9096.308100008173,1798336,16,4337,4322.0,15.0,,1764640407,success,
facebook/create-react-app,GraphQL,1682.2295999954804,24531,1,4956,4955.0,1.0,1.0,2025-12-02T02:17:18Z,success,
godotengine/godot,GraphQL,1568.5327999963192,28271,1,4955,4954.0,1.0,1.0,2025-12-02T02:17:18Z,success,
flutter/flutter,REST,11478.411399992183,2049686,16,4322,4307.0,15.0,,1764640407,success,
huggingface/transformers,REST,8363.902700024482,1746838,16,4307,4292.0,15.0,,1764640407,success,
Anduin2017/HowToCook,GraphQL,1486.1329999985173,22819,1,4954,4953.0,1.0,1.0,2025-12-02T02:17:18Z,success,
massgravel/Microsoft-Activation-Scripts,REST,2355.491999995138,231765,6,4292,4287.0,5.0,,1764640407,success,
avelino/awesome-go,REST,10021.489600017958,1748718,16,4287,4272.0,15.0,,1764640407,success,
tauri-apps/tauri,GraphQL,1538.1676000033622,29575,1,4953,4952.0,1.0,1.0,2025-12-02T02:17:18Z,success,
AUTOMATIC1111/stable-diffusion-webui,REST,7831.591400004982,2070792,16,4272,4257.0,15.0,,1764640407,success,
TheAlgorithms/Python,GraphQL,2127.140299999155,27157,1,4952,4951.0,1.0,1.0,2025-12-02T02:17:18Z,success,
yt-dlp/yt-dlp,GraphQL,1585.5281999974977,26135,1,4951,4950.0,1.0,1.0,2025-12-02T02:17:18Z,success,
torvalds/linux,REST,2413.1821999981184,271708,6,4257,,,,1764640407,error,403 Client Error: Forbidden for url: https://api.github.com/repos/torvalds/linux/contributors?per_page=20&page=1
iptv-org/iptv,REST,4958.160599999246,497447,10,4252,4243.0,9.0,,1764640407,success,
pytorch/pytorch,REST,8413.93180002342,1612635,16,4243,4228.0,15.0,,1764640407,success,
excalidraw/excalidraw,REST,8705.814100008865,1641062,16,4228,4213.0,15.0,,1764640407,success,
d3/d3,REST,8157.3099000088405,592117,16,4213,4198.0,15.0,,1764640407,success,
langgenius/dify,REST,9562.102199990477,1874227,16,4198,4183.0,15.0,,1764640407,success,
vuejs/vue,REST,8021.153300003789,1470327,16,4183,4168.0,15.0,,1764640407,success,
donnemartin/system-design-primer,GraphQL,1497.7930999957607,23782,1,4950,4949.0,1.0,1.0,2025-12-02T02:17:18Z,success,
Anduin2017/HowToCook,REST,7193.9842000065255,588688,15,4168,4154.0,14.0,,1764640407,success,
Genymobile/scrcpy,GraphQL,1519.48309999716,22398,1,4949,4948.0,1.0,1.0,2025-12-02T02:17:18Z,success,
airbnb/javascript,REST,9492.318600030558,1416545,16,4154,4139.0,15.0,,1764640407,success,
langgenius/dify,GraphQL,1980.7464999976219,27578,1,4948,4947.0,1.0,1.0,2025-12-02T02:17:18Z,success,
justjavac/free-programming-books-zh_CN,REST,7630.95729998895,890620,16,4139,4124.0,15.0,,1764640407,success,
trekhleb/javascript-algorithms,GraphQL,1479.9296999990474,23270,1,4947,4946.0,1.0,1.0,2025-12-02T02:17:18Z,success,
codecrafters-io/build-your-own-x,REST,9378.17809999251,1509982,16,4124,4109.0,15.0,,1764640407,success,
electron/electron,GraphQL,2075.2685999977984,31188,1,4946,4945.0,1.0,1.0,2025-12-02T02:17:18Z,success,
public-apis/public-apis,REST,8317.221299999801,1511517,16,4109,4094.0,15.0,,1764640407,success,
langchain-ai/langchain,REST,8444.828200015763,1854152,16,4094,4079.0,15.0,,1764640407,success,
krahets/hello-algo,GraphQL,1984.9011999976938,15193,1,4945,4944.0,1.0,1.0,2025-12-02T02:17:18Z,success,
yangshun/tech-interview-handbook,GraphQL,1630.8247999986634,20012,1,4944,4943.0,1.0,1.0,2025-12-02T02:17:18Z,success,
facebook/react,GraphQL,1825.8330000026035,28658,1,4943,4942.0,1.0,1.0,2025-12-02T02:17:18Z,success,
Chalarangelo/30-seconds-of-code,REST,2600.572999988799,301054,6,4079,4074.0,5.0,,1764640407,success,
n8n-io/n8n,REST,8747.293499996886,1796191,16,4074,4059.0,15.0,,1764640407,success,
microsoft/generative-ai-for-beginners,REST,6400.216299996828,626469,13,4059,4047.0,12.0,,1764640407,success,
microsoft/terminal,GraphQL,2177.77510000451,29310,1,4942,4941.0,1.0,1.0,2025-12-02T02:17:18Z,success,
pytorch/pytorch,GraphQL,2101.147099994705,28426,1,4941,4940.0,1.0,1.0,2025-12-02T02:17:18Z,success,
rust-lang/rust,REST,8912.144800000533,1787598,16,4047,4032.0,15.0,,1764640407,success,
goldbergyoni/nodebestpractices,GraphQL,1631.399700003385,19900,1,4940,4939.0,1.0,1.0,2025-12-02T02:17:18Z,success,
mtdvio/every-programmer-should-know,GraphQL,1157.59230000549,14413,1,4939,4938.0,1.0,1.0,2025-12-02T02:17:18Z,success,
Snailclimb/JavaGuide,REST,4332.869800011395,505496,8,4032,4025.0,7.0,,1764640407,success,
mrdoob/three.js,REST,7856.782900002145,1528528,16,4025,4010.0,15.0,,1764640407,success,
huggingface/transformers,GraphQL,1746.629400004167,26038,1,4938,4937.0,1.0,1.0,2025-12-02T02:17:18Z,success,
comfyanonymous/ComfyUI,GraphQL,2988.0283000020427,26426,1,4937,4936.0,1.0,1.0,2025-12-02T02:17:18Z,success,
ossu/computer-science,REST,5713.406699993357,489418,12,4010,3999.0,11.0,,1764640407,success,
denoland/deno,GraphQL,3346.4214999985415,25150,1,4936,4935.0,1.0,1.0,2025-12-02T02:17:18Z,success,
vuejs/vue,GraphQL,1442.8924000021652,24104,1,4935,4934.0,1.0,1.0,2025-12-02T02:17:18Z,success,
vinta/awesome-python,GraphQL,1211.2857999964035,12219,1,4934,4933.0,1.0,1.0,2025-12-02T02:17:18Z,success,
torvalds/linux,GraphQL,2334.120100000291,10600,1,4933,4932.0,1.0,1.0,2025-12-02T02:17:18Z,success,
mui/material-ui,REST,9116.622000008647,2068192,16,3999,3984.0,15.0,,1764640407,success,
fatedier/frp,REST,3285.791900016193,470414,7,3984,3978.0,6.0,,1764640407,success,
trekhleb/javascript-algorithms,REST,10350.191400008043,1486627,16,3978,3963.0,15.0,,1764640407,success,
avelino/awesome-go,GraphQL,1473.7558999986504,14478,1,4932,4931.0,1.0,1.0,2025-12-02T02:17:18Z,success,
krahets/hello-algo,REST,7819.7662999955355,636210,16,3963,3948.0,15.0,,1764640407,success,
langchain-ai/langchain,GraphQL,1849.9150999996345,27866,1,4931,4930.0,1.0,1.0,2025-12-02T02:17:18Z,success,
langflow-ai/langflow,REST,8814.660800002457,2522126,16,3948,3933.0,15.0,,1764640407,success,
freeCodeCamp/freeCodeCamp,REST,8813.720100006321,1728356,16,3933,3918.0,15.0,,1764640407,success,
TheAlgorithms/Python,REST,9633.309399985592,1643937,16,3918,3903.0,15.0,,1764640407,success,
vercel/next.js,REST,9236.319199990248,1613770,16,3903,3888.0,15.0,,1764640407,success,
ripienaar/free-for-dev,GraphQL,1133.3776000028593,10757,1,4930,4929.0,1.0,1.0,2025-12-02T02:17:18Z,success,
tauri-apps/tauri,REST,9341.813100014406,1759542,16,3888,3873.0,15.0,,1764640407,success,
GrowingGit/GitHub-Chinese-Top-Charts,REST,6990.056000009645,547112,15,3873,3859.0,14.0,,1764640407,success,
d3/d3,GraphQL,1362.1168000026955,13885,1,4929,4928.0,1.0,1.0,2025-12-02T02:17:18Z,success,
getify/You-Dont-Know-JS,REST,3353.8312000164296,300122,8,3859,3852.0,7.0,,1764640407,success,
microsoft/TypeScript,REST,9356.979699987278,1735074,16,3852,3837.0,15.0,,1764640407,success,
open-webui/open-webui,REST,8782.803499998408,1942293,16,3837,3822.0,15.0,,1764640407,success,
rust-lang/rust,GraphQL,1922.9773999977624,31177,1,4928,4927.0,1.0,1.0,2025-12-02T02:17:18Z,success,
CyC2018/CS-Notes,REST,8551.201300004323,1277068,16,3822,3807.0,15.0,,1764640407,success,
kubernetes/kubernetes,REST,9944.771000016772,2210542,16,3807,3792.0,15.0,,1764640407,success,
awesome-selfhosted/awesome-selfhosted,REST,2430.7941000079154,251518,6,3792,3787.0,5.0,,1764640407,success,
facebook/react,REST,8599.173799993878,1650384,16,3787,3772.0,15.0,,1764640407,success,
microsoft/generative-ai-for-beginners,GraphQL,2203.907499999332,13698,1,4927,4926.0,1.0,1.0,2025-12-02T02:17:18Z,success,
EbookFoundation/free-programming-books,REST,9314.141599992581,1761743,16,3772,3757.0,15.0,,1764640407,success,
ytdl-org/youtube-dl,GraphQL,1467.0315999974264,23361,1,4926,4925.0,1.0,1.0,2025-12-02T02:17:18Z,success,
fatedier/frp,GraphQL,1169.5452999992995,18317,1,4925,4924.0,1.0,1.0,2025-12-02T02:17:18Z,success,
twbs/bootstrap,GraphQL,2594.6361999958754,26633,1,4924,4923.0,1.0,1.0,2025-12-02T02:17:18Z,success,
vercel/next.js,GraphQL,1985.1334999984829,27666,1,4923,4922.0,1.0,1.0,2025-12-02T02:17:18Z,success,
deepseek-ai/DeepSeek-V3,REST,10626.112599995395,1228766,16,3757,3742.0,15.0,,1764640407,success,
ossu/computer-science,GraphQL,1226.1434000029112,15474,1,4922,4921.0,1.0,1.0,2025-12-02T02:17:18Z,success,
yangshun/tech-interview-handbook,REST,8513.710599982005,664977,16,3742,3727.0,15.0,,1764640407,success,
AUTOMATIC1111/stable-diffusion-webui,GraphQL,1635.8149999941816,25344,1,4921,4920.0,1.0,1.0,2025-12-02T02:17:18Z,success,
x1xhlol/system-prompts-and-models-of-ai-tools,GraphQL,1210.8272000041325,22119,1,4920,4919.0,1.0,1.0,2025-12-02T02:17:18Z,success,
github/gitignore,REST,9839.016799996898,1520017,16,3727,3712.0,15.0,,1764640407,success,
flutter/flutter,GraphQL,2623.587800000678,32284,1,4919,4918.0,1.0,1.0,2025-12-02T02:17:18Z,success,
Significant-Gravitas/AutoGPT,REST,10789.027000006172,2573153,16,3712,3697.0,15.0,,1764640407,success,
deepseek-ai/DeepSeek-V3,GraphQL,2093.326900001557,16168,1,4918,4917.0,1.0,1.0,2025-12-02T02:17:18Z,success,
practical-tutorials/project-based-learning,GraphQL,1646.326299996872,21196,1,4917,4916.0,1.0,1.0,2025-12-02T02:17:18Z,success,
mui/material-ui,GraphQL,2173.7082000036025,29793,1,4916,4915.0,1.0,1.0,2025-12-02T02:17:18Z,success,
papers-we-love/papers-we-love,REST,3656.1371999778203,287662,6,3697,3692.0,5.0,,1764640407,success,
kubernetes/kubernetes,GraphQL,1751.6823999976623,29892,1,4915,4914.0,1.0,1.0,2025-12-02T02:17:18Z,success,
jwasham/coding-interview-university,GraphQL,1633.596799998486,21662,1,4914,4913.0,1.0,1.0,2025-12-02T02:17:18Z,success,
iptv-org/iptv,GraphQL,1526.9490999999107,23094,1,4913,4912.0,1.0,1.0,2025-12-02T02:17:18Z,success,
microsoft/PowerToys,GraphQL,2060.3733000025386,27933,1,4912,4911.0,1.0,1.0,2025-12-02T02:17:18Z,success,
open-webui/open-webui,GraphQL,1481.6487999996752,25431,1,4911,4910.0,1.0,1.0,2025-12-02T02:17:18Z,success,
tensorflow/tensorflow,GraphQL,2345.2822000035667,29909,1,4910,4909.0,1.0,1.0,2025-12-02T02:17:18Z,success,
996icu/996.ICU,REST,4383.274700005131,327644,10,3692,3683.0,9.0,,1764640407,success,
Chalarangelo/30-seconds-of-code,GraphQL,1302.1641000013915,11065,1,4909,4908.0,1.0,1.0,2025-12-02T02:17:18Z,success,
facebook/react-native,REST,8885.983800006215,1681155,16,3683,3668.0,15.0,,1764640407,success,
